time,融合1,融合2,融合3
2020-11-3 03:06:40,404.8751306719225,412.05709955668095,418.05716831989116
2020-11-3 03:06:45,405.0664947706095,412.4576671962932,418.5777307337571
2020-11-3 03:06:50,405.42257897360025,412.6655679575804,418.891080525332
2020-11-3 03:06:55,405.5035679281322,412.85947080541223,419.3684040031368
2020-11-3 03:07:00,405.90982671599187,413.096727574785,419.73155083652875
2020-11-3 03:07:05,406.14454429084975,413.6890546896011,419.9641969122126
2020-11-3 03:07:10,406.3140608670236,413.85740509774485,420.4550826291019
2020-11-3 03:07:15,406.4011204203477,413.89467439882947,420.8691652621482
2020-11-3 03:07:20,406.384835028538,413.94289588027823,421.0516087218791
2020-11-3 03:07:25,406.5221781431304,414.25754422996715,421.5988879693028
2020-11-3 03:07:30,406.8212152674079,414.6907995467576,421.8407858916706
2020-11-3 03:07:35,406.9970832495784,414.6907995467576,422.0208594779831
2020-11-3 03:07:40,406.9970832495784,414.6907995467576,422.30851032389535
2020-11-3 03:07:45,406.9970832495784,414.9025565344567,422.7274781959913
2020-11-3 03:07:50,406.9970832495784,415.0688224793419,422.9693903173421
2020-11-3 03:07:55,407.0658889221438,415.0972018530775,423.03075772230665
2020-11-3 03:08:00,407.0658889221438,415.13466468788374,423.1449595708266
2020-11-3 03:08:05,407.0658889221438,415.13466468788374,423.3856076423472
2020-11-3 03:08:10,406.90191653208376,415.283433184132,423.55661327501593
2020-11-3 03:08:15,406.834286712218,415.283433184132,423.6791038275484
2020-11-3 03:08:20,406.76249072119015,415.32282853372504,423.6791038275484
2020-11-3 03:08:25,406.76249072119015,415.32282853372504,423.80396699510334
2020-11-3 03:08:30,406.4678601677133,415.30147867712225,423.86413598566423
2020-11-3 03:08:35,406.43602176103894,415.27483903872445,423.92750981859814
2020-11-3 03:08:40,406.1982897440142,415.0734358632097,423.9849947961715
2020-11-3 03:08:45,405.8108944439914,414.92725164408915,423.9849947961715
2020-11-3 03:08:50,405.7102113941067,414.87933144671325,423.9849947961715
2020-11-3 03:08:55,405.42913249313045,414.5031956927408,423.9849947961715
2020-11-3 03:09:00,404.8587966827181,414.5031956927408,424.04552542687304
2020-11-3 03:09:05,404.744238942321,414.11969295239544,424.04552542687304
2020-11-3 03:09:10,404.1655110055298,413.9018918724622,423.9247828263437
