time,融合1,融合2,融合3
2020-11-22 06:45:50,414.00636838167514,421.991401829357,423.2722168416281
2020-11-22 06:45:55,414.225245649416,422.12294691986915,423.2722168416281
2020-11-22 06:46:00,414.55873144749575,422.18235855638443,423.2722168416281
2020-11-22 06:46:05,414.64134515260514,422.18235855638443,423.2722168416281
2020-11-22 06:46:10,414.66937498429553,422.18235855638443,423.2722168416281
2020-11-22 06:46:15,414.66937498429553,422.18235855638443,423.2722168416281
2020-11-22 06:46:20,414.66937498429553,422.18235855638443,423.2722168416281
2020-11-22 06:46:25,414.66937498429553,422.18235855638443,423.2722168416281
2020-11-22 06:46:30,414.66937498429553,422.18235855638443,423.26634317268076
2020-11-22 06:46:35,414.66937498429553,422.18235855638443,423.26634317268076
2020-11-22 06:46:40,414.6118412666639,422.18235855638443,423.26634317268076
2020-11-22 06:46:45,414.3647645467987,422.0529757433739,422.82594162252116
2020-11-22 06:46:50,414.21572616974146,421.92786021966464,422.79305557179623
2020-11-22 06:46:55,413.9325045212591,421.73924933214704,422.790557761618
2020-11-22 06:47:00,413.82946766982144,421.4914606993165,421.9403054124004
2020-11-22 06:47:05,413.7345999695699,421.35109130090535,421.7592813860146
2020-11-22 06:47:10,413.3916867687313,420.9007792701415,421.7568102600973
2020-11-22 06:47:15,412.90187550435866,420.468764356321,420.783983847783
2020-11-22 06:47:20,412.66730706958003,420.3298539368199,420.75055899382266
2020-11-22 06:47:25,412.3998176224779,419.9509682726408,420.74754964083496
2020-11-22 06:47:30,412.3220409120917,419.522860204355,419.74930151297343
2020-11-22 06:47:35,411.85746605374226,419.189413023586,419.7124754849485
2020-11-22 06:47:40,411.6439811195099,419.0672053806481,419.60069551991387
2020-11-22 06:47:45,411.3343758450374,418.43112807906624,418.7406521212204
2020-11-22 06:47:50,411.2787038911721,418.2378165407928,418.7360451615884
2020-11-22 06:47:55,411.06240792289395,418.17689539142185,418.5863694565325
2020-11-22 06:48:00,410.94437761868056,417.86585112916976,418.3899319867133
2020-11-22 06:48:05,410.6464748078435,417.43731050125314,417.66525203603686
2020-11-22 06:48:10,410.6464748078435,417.2442228051333,417.66525203603686
2020-11-22 06:48:15,410.5144380126443,416.99983925132517,417.3584135349404
2020-11-22 06:48:20,410.1877895613559,416.72886480775634,417.09853420824874
