time,融合1,融合2,融合3
2020-11-20 02:08:15,427.04379447228496,427.94378466388054,402.5899564672985
2020-11-20 02:08:20,426.97396075040234,427.94378466388054,402.5899564672985
2020-11-20 02:08:25,426.97396075040234,427.94378466388054,402.5899564672985
2020-11-20 02:08:30,426.970887649453,427.94378466388054,402.5899564672985
2020-11-20 02:08:35,426.96254443165816,427.94378466388054,402.5899564672985
2020-11-20 02:08:40,426.9536726641835,427.85590501183947,402.5899564672985
2020-11-20 02:08:45,426.9257269939371,427.85590501183947,402.5899564672985
2020-11-20 02:08:50,426.9580679960843,427.85590501183947,402.5899564672985
2020-11-20 02:08:55,426.84537941232884,427.85590501183947,402.5899564672985
2020-11-20 02:09:00,426.74763490488226,427.6847720803059,402.5899564672985
2020-11-20 02:09:05,426.6365086991465,427.71391373488126,402.5899564672985
2020-11-20 02:09:10,426.6960040875122,427.71391373488126,402.5899564672985
2020-11-20 02:09:15,426.7235866241307,427.71391373488126,403.6041628360331
2020-11-20 02:09:20,426.715098420952,427.71391373488126,403.6041628360331
2020-11-20 02:09:25,426.7048299409436,427.43686762725525,403.78504118641195
2020-11-20 02:09:30,426.7360616915774,427.43686762725525,403.78504118641195
2020-11-20 02:09:35,426.6871778232383,427.43686762725525,403.78504118641195
2020-11-20 02:09:40,426.7072782919389,427.43686762725525,403.78504118641195
2020-11-20 02:09:45,426.7428417711518,427.43686762725525,404.5670254655106
2020-11-20 02:09:50,426.7842595421821,427.43686762725525,404.5670254655106
2020-11-20 02:09:55,426.7958101622273,427.43686762725525,404.80260395197007
2020-11-20 02:10:00,426.8263790228315,427.43686762725525,404.9633988375011
2020-11-20 02:10:05,426.94171457211155,427.43686762725525,404.9633988375011
2020-11-20 02:10:10,426.8464791871828,427.43686762725525,404.9633988375011
2020-11-20 02:10:15,426.793054845656,427.4003477891618,404.9633988375011
2020-11-20 02:10:20,426.793054845656,427.4003477891618,404.9633988375011
2020-11-20 02:10:25,426.85071588858193,426.6479045885697,404.9633988375011
2020-11-20 02:10:30,426.8836104175416,426.6479045885697,404.9633988375011
2020-11-20 02:10:35,426.82526132006916,426.6479045885697,404.9633988375011
2020-11-20 02:10:40,426.78717629511203,426.6479045885697,404.9633988375011
2020-11-20 02:10:45,426.82246476034356,426.58712136624445,404.84195206359993
2020-11-20 02:10:50,426.8031789519119,426.3463382774583,404.84195206359993
2020-11-20 02:10:55,426.7339834331889,425.64142583699766,404.99586434668896
2020-11-20 02:11:00,426.65302074405406,425.5812170948262,404.99586434668896
2020-11-20 02:11:05,426.54674132115673,425.5812170948262,404.69447137532154
2020-11-20 02:11:10,426.47592180561674,424.5431496551406,404.69447137532154
2020-11-20 02:11:15,426.3381309846111,424.5164962396965,403.9785117474052
2020-11-20 02:11:20,426.08778858496214,424.5164962396965,404.1229883017873
2020-11-20 02:11:25,426.0135225848974,423.5287010348298,403.82367324139534
2020-11-20 02:11:30,425.8324233582382,423.50855802525786,403.5218150770904
2020-11-20 02:11:35,425.7222654385064,423.50855802525786,403.5218150770904
2020-11-20 02:11:40,425.5429933081392,422.519736300675,402.83623096141446
