time,融合1,融合2,融合3
2020-11-11 06:36:45,456.00131614427227,455.85244694985334,460.7365780982208
2020-11-11 06:36:50,455.9472387658522,455.85244694985334,460.7365780982208
2020-11-11 06:36:55,455.9023469384878,455.85244694985334,460.7365780982208
2020-11-11 06:37:00,455.8626459549307,455.85244694985334,460.7365780982208
2020-11-11 06:37:05,455.8626459549307,455.85244694985334,460.7365780982208
2020-11-11 06:37:10,455.8626459549307,455.5662247801263,460.7365780982208
2020-11-11 06:37:15,455.80295021377214,455.5662247801263,460.7365780982208
2020-11-11 06:37:20,455.80295021377214,455.5707583681386,460.7365780982208
2020-11-11 06:37:25,455.80295021377214,455.5707583681386,460.7365780982208
2020-11-11 06:37:30,455.80295021377214,455.5707583681386,460.7365780982208
2020-11-11 06:37:35,455.77615212689744,455.5707583681386,460.9467075732463
2020-11-11 06:37:40,455.77615212689744,455.5707583681386,460.32731970703884
2020-11-11 06:37:45,455.73556153746085,455.5707583681386,460.32731970703884
2020-11-11 06:37:50,455.73556153746085,455.2894600898818,460.32731970703884
2020-11-11 06:37:55,455.69265836261366,455.2894600898818,460.32731970703884
2020-11-11 06:38:00,455.69265836261366,455.2894600898818,460.32731970703884
2020-11-11 06:38:05,455.69265836261366,455.2894600898818,460.32731970703884
2020-11-11 06:38:10,455.64625766717364,455.2894600898818,460.32731970703884
2020-11-11 06:38:15,455.64625766717364,455.2894600898818,460.32731970703884
2020-11-11 06:38:20,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:25,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:30,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:35,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:40,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:45,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:50,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:38:55,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:39:00,455.6186791662972,455.2894600898818,460.32731970703884
2020-11-11 06:39:05,455.660149917966,455.2894600898818,460.32731970703884
2020-11-11 06:39:10,455.78953868049103,455.2894600898818,460.32731970703884
2020-11-11 06:39:15,455.78953868049103,455.51780709775113,460.32731970703884
2020-11-11 06:39:20,455.87708787554396,455.7921535729098,460.37977423150517
2020-11-11 06:39:25,455.9598442579365,456.12293886165673,460.58549900876534
2020-11-11 06:39:30,456.1025118162329,456.29734934393434,460.58549900876534
2020-11-11 06:39:35,456.2490298619238,456.29734934393434,460.58549900876534
2020-11-11 06:39:40,456.49280768524085,457.08543046098794,461.33340887771914
2020-11-11 06:39:45,456.796402976055,457.08543046098794,461.38151013742095
2020-11-11 06:39:50,456.96758717887707,457.0795673348197,461.7064874726838
2020-11-11 06:39:55,457.2155365369762,457.3022660213104,461.5901446573961
2020-11-11 06:40:00,457.27616167859975,457.8791630293102,462.11301294900466
2020-11-11 06:40:05,457.3903551893871,458.01587238259424,462.18913849132895
2020-11-11 06:40:10,457.7946294988316,458.0902149079716,462.3854203226074
2020-11-11 06:40:15,457.9055726419685,458.0902149079716,462.3854203226074
2020-11-11 06:40:20,457.9814814230473,458.6632924209585,462.71042064015467
2020-11-11 06:40:25,458.09992046365886,458.88394153049114,463.117633696967
2020-11-11 06:40:30,458.21352895263607,458.88394153049114,463.1937619947254
2020-11-11 06:40:35,458.25485583987296,458.88394153049114,463.1937619947254
2020-11-11 06:40:40,458.3468183496287,459.0207805178936,463.3421565988834
2020-11-11 06:40:45,458.3468183496287,459.0207805178936,463.3421565988834
2020-11-11 06:40:50,458.3855681184534,459.0207805178936,463.3421565988834
2020-11-11 06:40:55,458.3855681184534,459.0207805178936,463.3421565988834
2020-11-11 06:41:00,458.3855681184534,459.0207805178936,463.3421565988834
2020-11-11 06:41:05,458.3855681184534,459.0207805178936,463.3421565988834
2020-11-11 06:41:10,458.3855681184534,459.0207805178936,463.3421565988834
2020-11-11 06:41:15,458.37414754086484,459.0207805178936,463.3421565988834
2020-11-11 06:41:20,458.28068127369517,459.0207805178936,463.3421565988834
2020-11-11 06:41:25,458.082420287543,459.0207805178936,463.3421565988834
2020-11-11 06:41:30,457.88867352807296,459.0207805178936,463.3421565988834
2020-11-11 06:41:35,457.85330192547985,459.0207805178936,463.52464754851457
2020-11-11 06:41:40,457.7048825613269,458.88394153049114,463.4440823510176
2020-11-11 06:41:45,457.4636459854438,458.59200251564977,463.4440823510176
2020-11-11 06:41:50,457.14205553253197,458.5158423214753,463.12011251195156
2020-11-11 06:41:55,456.84985103927283,458.3465807644171,462.9597362420647
2020-11-11 06:42:00,456.6458440088509,458.20177587359353,462.2773914925254
2020-11-11 06:42:05,456.4664870453457,457.86483100038106,462.2773914925254
2020-11-11 06:42:10,456.31519080202077,457.4903116950307,461.9237208576658
2020-11-11 06:42:15,455.94234412655976,457.32141528829203,461.7405735606296
2020-11-11 06:42:20,455.8764595948601,457.32141528829203,461.7405735606296
2020-11-11 06:42:25,455.71350943372846,457.176602206038,461.27329186946446
2020-11-11 06:42:30,455.59500955992235,457.13723237158354,461.27329186946446
2020-11-11 06:42:35,455.5790880380678,457.07101514301615,460.9192515737061
2020-11-11 06:42:40,455.55191899470407,456.89342315619115,460.96122366681027
2020-11-11 06:42:45,455.3966512355747,456.89342315619115,460.96122366681027
2020-11-11 06:42:50,455.288374068764,456.89342315619115,460.7363445650419
2020-11-11 06:42:55,455.2466514140442,456.59761965489025,460.7363445650419
2020-11-11 06:43:00,455.04859072726634,456.59761965489025,460.7363445650419
2020-11-11 06:43:05,455.04859072726634,456.59761965489025,460.7363445650419
2020-11-11 06:43:10,454.9732430031853,456.59761965489025,460.7363445650419
2020-11-11 06:43:15,454.96745849929965,456.59761965489025,460.9511928528258
2020-11-11 06:43:20,454.96745849929965,456.59761965489025,460.9511928528258
2020-11-11 06:43:25,454.96745849929965,456.59761965489025,460.9511928528258
2020-11-11 06:43:30,454.96745849929965,456.54984594301754,460.9511928528258
2020-11-11 06:43:35,454.96745849929965,456.54984594301754,460.317777159435
2020-11-11 06:43:40,454.96745849929965,456.2437361262751,460.317777159435
2020-11-11 06:43:45,454.96745849929965,456.2437361262751,460.317777159435
2020-11-11 06:43:50,454.96745849929965,456.2437361262751,460.317777159435
2020-11-11 06:43:55,454.96745849929965,456.2437361262751,460.317777159435
2020-11-11 06:44:00,454.96745849929965,456.2437361262751,460.317777159435
