time,融合1,融合2
2020-11-11 06:36:45,507.0546270077546,499.07624999999996
2020-11-11 06:36:50,507.2503558322584,499.07624999999996
2020-11-11 06:36:55,507.36927204106945,499.8465
2020-11-11 06:37:00,507.4034497447284,499.8465
2020-11-11 06:37:05,507.7223515955111,499.8465
2020-11-11 06:37:10,507.8044737054619,500.0969999999999
2020-11-11 06:37:15,507.843527830735,500.0969999999999
2020-11-11 06:37:20,507.92878225528176,500.0969999999999
2020-11-11 06:37:25,507.92878225528176,500.0969999999999
2020-11-11 06:37:30,507.92878225528176,500.0969999999999
2020-11-11 06:37:35,507.92878225528176,500.0969999999999
2020-11-11 06:37:40,508.0121360533004,500.0969999999999
2020-11-11 06:37:45,508.05446412095205,500.0969999999999
2020-11-11 06:37:50,508.1285316945763,500.0969999999999
2020-11-11 06:37:55,508.28541474212494,500.0969999999999
2020-11-11 06:38:00,508.3183834946541,500.0969999999999
2020-11-11 06:38:05,508.3183834946541,500.0969999999999
2020-11-11 06:38:10,508.3183834946541,500.0969999999999
2020-11-11 06:38:15,508.3183834946541,500.0969999999999
2020-11-11 06:38:20,508.3183834946541,500.0969999999999
2020-11-11 06:38:25,508.3183834946541,500.0969999999999
2020-11-11 06:38:30,508.3183834946541,499.8465
2020-11-11 06:38:35,508.3183834946541,499.8465
2020-11-11 06:38:40,508.27883645282316,499.8465
2020-11-11 06:38:45,508.0267936617675,499.33299999999997
2020-11-11 06:38:50,507.938178007117,499.33299999999997
2020-11-11 06:38:55,507.84222192758034,498.8254999999999
2020-11-11 06:39:00,507.8034390325596,498.8254999999999
2020-11-11 06:39:05,507.4460938461565,498.3245
2020-11-11 06:39:10,507.3248131502925,498.3245
2020-11-11 06:39:15,507.1498893083787,498.3245
2020-11-11 06:39:20,507.10824695372617,498.074
2020-11-11 06:39:25,506.87871045952403,497.8235
2020-11-11 06:39:30,506.8383410922146,497.8235
2020-11-11 06:39:35,506.64194828848173,497.8235
2020-11-11 06:39:40,506.6054623418787,497.8235
2020-11-11 06:39:45,506.6054623418787,497.32250000000005
2020-11-11 06:39:50,506.6054623418787,497.32250000000005
2020-11-11 06:39:55,506.57514467690925,497.32250000000005
2020-11-11 06:40:00,506.4834316469499,497.32250000000005
2020-11-11 06:40:05,506.359641695456,497.32250000000005
2020-11-11 06:40:10,506.359641695456,497.32250000000005
2020-11-11 06:40:15,506.359641695456,497.32250000000005
2020-11-11 06:40:20,506.359641695456,497.32250000000005
2020-11-11 06:40:25,506.359641695456,497.32250000000005
2020-11-11 06:40:30,506.359641695456,497.32250000000005
2020-11-11 06:40:35,506.39023290661123,497.32250000000005
2020-11-11 06:40:40,506.5060265949229,497.32250000000005
2020-11-11 06:40:45,506.6654779516403,497.32250000000005
2020-11-11 06:40:50,506.69103221485443,497.32250000000005
2020-11-11 06:40:55,506.85600662271446,497.32250000000005
2020-11-11 06:41:00,506.9739884041815,497.32250000000005
2020-11-11 06:41:05,507.09378213400106,497.32250000000005
2020-11-11 06:41:10,507.4052577246825,497.8235
2020-11-11 06:41:15,507.49894302341943,498.0739999999999
2020-11-11 06:41:20,507.5940242353267,498.0739999999999
2020-11-11 06:41:25,507.5940242353267,498.0739999999999
2020-11-11 06:41:30,507.5940242353267,498.0739999999999
2020-11-11 06:41:35,507.65015550519433,498.0739999999999
2020-11-11 06:41:40,507.6890639297619,498.3245
2020-11-11 06:41:45,507.76632905742787,498.3245
2020-11-11 06:41:50,507.76632905742787,498.3245
2020-11-11 06:41:55,507.76632905742787,498.3245
2020-11-11 06:42:00,507.73633299213463,498.3245
2020-11-11 06:42:05,507.73633299213463,498.3245
2020-11-11 06:42:10,507.64030057681265,498.3245
2020-11-11 06:42:15,507.64030057681265,498.3245
2020-11-11 06:42:20,507.4523108164059,498.3245
2020-11-11 06:42:25,507.2622312145462,498.3245
2020-11-11 06:42:30,507.2622312145462,498.3245
2020-11-11 06:42:35,507.012982271627,498.3245
2020-11-11 06:42:40,506.6257889696192,498.06225
2020-11-11 06:42:45,506.5065326875234,498.06225
2020-11-11 06:42:50,506.3504329279109,497.80000000000007
2020-11-11 06:42:55,506.3504329279109,497.27549999999997
2020-11-11 06:43:00,506.10574870339735,497.27549999999997
2020-11-11 06:43:05,506.03570764436785,497.27549999999997
2020-11-11 06:43:10,505.8825156277745,497.27549999999997
2020-11-11 06:43:15,505.8825156277745,497.27549999999997
2020-11-11 06:43:20,505.72696885403076,497.27549999999997
2020-11-11 06:43:25,505.64840863996886,497.27549999999997
2020-11-11 06:43:30,505.64840863996886,497.27549999999997
2020-11-11 06:43:35,505.56846346041306,497.02475000000004
2020-11-11 06:43:40,505.56846346041306,497.02475000000004
2020-11-11 06:43:45,505.56846346041306,497.02475000000004
2020-11-11 06:43:50,505.53137773451675,497.02475000000004
2020-11-11 06:43:55,505.53137773451675,497.02475000000004
2020-11-11 06:44:00,505.53137773451675,496.27275000000003
2020-11-11 06:44:05,505.53137773451675,496.27275000000003
2020-11-11 06:44:10,505.53137773451675,496.27275000000003
2020-11-11 06:44:15,505.53137773451675,496.27275000000003
2020-11-11 06:44:20,505.53137773451675,496.27275000000003
2020-11-11 06:44:25,505.53137773451675,496.27275000000003
2020-11-11 06:44:30,505.53137773451675,496.27275000000003
2020-11-11 06:44:35,505.53137773451675,496.27275000000003
2020-11-11 06:44:40,505.53137773451675,496.27275000000003
2020-11-11 06:44:45,505.53137773451675,496.27275000000003
2020-11-11 06:44:50,505.56846346041306,496.27275000000003
2020-11-11 06:44:55,505.56846346041306,496.27275000000003
